in s,C1 in V
-3.0424384,0.000626831
-3.0423926,0.000626831
-3.0423468,-0.00074646
-3.042301,-0.001661987
-3.0422552,-0.001661987
-3.0422094,-0.002730103
-3.0421637,-0.00364563
-3.0421179,-0.004255981
-3.0420721,-0.004866333
-3.0420263,-0.005171509
-3.0419805,-0.005476685
-3.0419347,-0.00578186
-3.041889,-0.006239624
-3.0418432,-0.006392212
-3.0417974,-0.006697388
-3.0417516,-0.008070679
-3.0417058,-0.008528442
-3.04166,-0.008375854
-3.0416143,-0.008375854
-3.0415685,-0.009596558
-3.0415227,-0.01020691
-3.0414769,-0.01051208
-3.0414311,-0.01066467
-3.0413853,-0.01203796
-3.0413396,-0.01219055
-3.0412938,-0.01310608
-3.041248,-0.01371643
-3.0412022,-0.01447937
-3.0411564,-0.01478455
-3.0411106,-0.01493713
-3.0410648,-0.01646301
-3.0410191,-0.01631042
-3.0409733,-0.01722595
-3.0409275,-0.01768372
-3.0408817,-0.0178363
-3.0408359,-0.01844666
-3.0407901,-0.01859924
-3.0407444,-0.01920959
-3.0406986,-0.01951477
-3.0406528,-0.02012512
-3.040607,-0.02027771
-3.0405612,-0.01920959
-3.0405154,-0.02012512
-3.0404697,-0.02058289
-3.0404239,-0.02134583
-3.0403781,-0.02226135
-3.0403323,-0.02149841
-3.0402865,-0.02210876
-3.0402407,-0.021651
-3.040195,-0.02241394
-3.0401492,-0.02317688
-3.0401034,-0.02378723
-3.0400576,-0.02470276
-3.0400118,-0.02485535
-3.039966,-0.02378723
-3.0399202,-0.024245
-3.0398745,-0.02455017
-3.0398287,-0.02455017
-3.0397829,-0.02455017
-3.0397371,-0.02500793
-3.0396913,-0.02485535
-3.0396455,-0.02439758
-3.0395998,-0.02470276
-3.039554,-0.02500793
-3.0395082,-0.02607605
-3.0394624,-0.02638123
-3.0394166,-0.02683899
-3.0393708,-0.0266864
-3.0393251,-0.02622864
-3.0392793,-0.02699158
-3.0392335,-0.02714417
-3.0391877,-0.02805969
-3.0391419,-0.02897522
-3.0390961,-0.02851746
-3.0390504,-0.02836487
-3.0390046,-0.02851746
-3.0389588,-0.02897522
-3.038913,-0.02882263
-3.0388672,-0.02912781
-3.0388214,-0.0292804
-3.0387756,-0.02973816
-3.0387299,-0.03034851
-3.0386841,-0.02958557
-3.0386383,-0.0292804
-3.0385925,-0.02897522
-3.0385467,-0.02943298
-3.0385009,-0.03034851
-3.0384552,-0.03065369
-3.0384094,-0.03095886
-3.0383636,-0.03080627
-3.0383178,-0.03019592
-3.038272,-0.03065369
-3.0382262,-0.03004333
-3.0381805,-0.02989075
-3.0381347,-0.02912781
-3.0380889,-0.02897522
-3.0380431,-0.02851746
-3.0379973,-0.02836487
-3.0379515,-0.02882263
-3.0379058,-0.02897522
-3.03786,-0.0292804
-3.0378142,-0.03019592
-3.0377684,-0.02973816
-3.0377226,-0.02867004
-3.0376768,-0.02867004
